"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","playerid"
"John Stilson","Blue Jays","0","0","4.12","0","1","0","1.0","1","0","0","1","0","1.36","7.99","3.65","4.12","0.0","0.1","sa502049"
"Ryan Weber","Braves","0","0","4.20","0","0","0","1.0","1","0","0","1","0","1.30","6.10","2.16","4.12","0.0","0.0","sa455204"
"Kevin Gausman","Orioles","10","10","4.01","28","28","0","159.0","154","71","20","132","52","1.29","7.47","2.91","4.12","1.7","1.7","14107"
"Richard James Hively","Diamondbacks","0","0","4.05","0","1","0","1.0","1","0","0","1","0","1.37","7.84","3.93","4.12","0.0","0.1","sa549748"
"Daniel Slania","Giants","0","0","4.06","0","1","0","1.0","1","0","0","1","0","1.39","6.95","3.79","4.12","0.0","0.1","sa550172"
"Tom Koehler","Marlins","4","4","4.27","11","11","0","66.0","66","31","7","51","24","1.37","7.04","3.35","4.12","0.4","0.3","6570"
"Josh Spence","Padres","0","0","4.15","0","1","0","1.0","1","0","0","1","0","1.40","7.43","3.87","4.12","0.0","-0.1","11260"
"Frank Francisco","White Sox","0","0","4.16","0","1","0","1.0","1","0","0","1","0","1.33","8.47","3.58","4.12","0.0","0.1","1933"
"Michael Bowden","Cubs","0","0","4.03","0","1","0","1.0","1","0","0","1","0","1.34","7.80","3.50","4.12","0.0","0.1","4440"
"Christian Friedrich","Rockies","0","0","4.22","0","1","0","1.0","1","0","0","1","0","1.36","7.88","3.21","4.13","0.0","0.0","7942"
"Cody Winiarski","White Sox","0","0","4.17","0","1","0","1.0","1","0","0","1","0","1.38","8.54","4.11","4.13","0.0","0.0","sa599873"
"Joe Martinez","Indians","0","0","4.15","0","1","0","1.0","1","0","0","1","0","1.29","6.39","2.19","4.13","0.0","0.1","3935"
"Wes Musick","Astros","0","0","4.17","0","1","0","1.0","1","0","0","1","0","1.34","7.51","3.24","4.13","0.0","-0.1","sa501554"
"Justin Thomas","Yankees","0","0","3.89","0","1","0","1.0","1","0","0","1","0","1.28","7.18","2.83","4.13","0.0","0.1","9910"
"Diogenes Rosario","Diamondbacks","0","0","4.07","0","1","0","1.0","1","0","0","1","0","1.37","7.94","3.98","4.13","0.0","0.1","sa504012"
"Daniel Norris","Blue Jays","9","8","4.19","24","24","0","137.0","127","64","16","131","60","1.36","8.62","3.94","4.13","1.3","1.3","13475"
"Danny Reynolds","Angels","0","0","4.11","0","1","0","1.0","1","0","0","1","0","1.36","7.28","3.55","4.13","0.0","0.1","sa501564"
"Ivan Nova","Yankees","3","4","4.09","10","10","0","57.0","56","26","7","44","17","1.29","6.98","2.68","4.13","0.5","0.6","1994"
"Paul Demny","Nationals","0","0","4.12","0","1","0","1.0","1","0","0","1","0","1.38","7.51","3.78","4.13","0.0","0.1","sa392068"
"Matthew Branham","Padres","0","0","4.25","0","1","0","1.0","1","0","0","1","0","1.37","6.98","3.25","4.13","0.0","-0.1","sa503734"
"Keone Kela","Rangers","0","0","4.21","0","1","0","1.0","1","0","0","1","1","1.42","8.98","4.70","4.13","0.0","0.0","sa602412"
"Justin Germano","Rangers","0","0","4.16","0","1","0","1.0","1","0","0","1","0","1.24","5.91","1.47","4.13","0.0","0.1","1938"
"Matt Boyd","Blue Jays","0","0","4.16","0","0","0","1.0","1","0","0","1","0","1.31","7.39","2.82","4.13","0.0","0.0","sa621603"
"George Mieses","Mariners","0","0","4.05","0","1","0","1.0","1","0","0","1","0","1.34","7.60","3.57","4.13","0.0","0.1","sa506625"
"Mark Montgomery","Yankees","0","0","4.01","0","1","0","1.0","1","0","0","1","0","1.37","8.86","4.43","4.13","0.0","0.1","sa598328"
"Elvis Araujo","Phillies","1","1","4.11","0","15","0","15.0","14","7","1","14","7","1.41","8.29","4.38","4.13","-0.1","0.0","sa598786"
"Jonathan Sanchez","Pirates","0","0","4.18","0","0","0","1.0","1","0","0","1","0","1.38","7.85","4.04","4.13","0.0","0.0","7507"
"Dennys Reyes","Red Sox","0","0","4.03","0","1","0","1.0","1","0","0","1","0","1.36","7.21","3.48","4.14","0.0","0.1","444"
"James Russell","Braves","2","3","3.96","0","55","1","55.0","54","24","6","44","20","1.33","7.27","3.23","4.14","-0.3","-0.1","4089"
"Omar Duran","Athletics","0","0","4.05","0","1","0","1.0","1","0","0","1","1","1.44","8.79","5.16","4.14","0.0","0.1","sa503579"
"Greg Holle","Brewers","0","0","4.10","0","1","0","1.0","1","0","0","1","0","1.35","7.26","3.14","4.14","0.0","0.1","sa526447"
"Ali Williams","Royals","0","0","3.99","0","1","0","1.0","1","0","0","1","0","1.39","8.01","4.33","4.14","0.0","0.1","sa599694"
"Carlos Contreras","Reds","0","1","3.98","0","10","0","10.0","9","4","1","10","5","1.35","8.85","4.26","4.14","0.0","0.0","10386"
"Jacob Brown","Athletics","0","0","4.03","0","1","0","1.0","1","0","0","1","0","1.32","6.29","2.75","4.14","0.0","0.1","sa549729"
"Brian Omogrosso","White Sox","0","0","4.15","0","1","0","1.0","1","0","0","1","0","1.34","7.93","3.42","4.14","0.0","0.1","1353"
"Carlos Zambrano","Marlins","0","0","4.15","0","0","0","1.0","1","0","0","1","0","1.39","6.69","3.56","4.14","0.0","0.0","305"
"Kyle Drabek","Blue Jays","0","0","4.07","0","10","0","10.0","10","5","1","8","3","1.34","6.88","2.91","4.14","0.0","0.0","4359"
"Kevin Gregg","Marlins","0","0","4.12","0","1","0","1.0","1","0","0","1","0","1.38","7.16","3.70","4.14","0.0","0.1","1793"
"Daniel Renken","Reds","0","0","4.00","0","1","0","1.0","1","0","0","1","0","1.33","7.87","3.55","4.14","0.0","0.1","sa549725"
"Jesse Hahn","Athletics","8","9","4.16","24","24","0","139.0","136","64","14","109","54","1.36","7.03","3.49","4.14","1.0","0.9","13287"
"Dustin Moseley","Padres","0","0","4.31","0","0","0","1.0","1","0","0","1","0","1.31","6.13","2.26","4.14","0.0","0.0","7060"
"Adam Kolarek","Mets","0","0","4.09","0","1","0","1.0","1","0","0","1","0","1.37","7.40","3.68","4.14","0.0","0.1","sa549067"
"Iden Nazario","Cardinals","0","0","4.01","0","1","0","1.0","1","0","0","1","1","1.42","7.93","4.57","4.14","0.0","0.1","sa545221"
"Nick Kingham","Pirates","2","2","4.26","6","6","0","37.0","37","17","4","27","13","1.36","6.58","3.10","4.14","0.2","0.1","sa548285"
"Aaron Blair","Diamondbacks","0","0","4.15","0","0","0","1.0","1","0","0","1","0","1.33","7.55","3.35","4.14","0.0","0.0","sa549491"
"Neil Schenk","Rays","0","0","4.01","0","1","0","1.0","1","0","0","1","0","1.37","7.21","3.71","4.14","0.0","0.1","sa455251"
"Brian Burres","Pirates","0","0","4.22","0","0","0","1.0","1","0","0","1","0","1.39","6.69","3.53","4.14","0.0","0.0","3425"
"Chris Carpenter","Red Sox","0","0","4.13","0","1","0","1.0","1","0","0","1","0","1.40","7.81","4.07","4.15","0.0","0.1","8556"
"Daniel McCutchen","Rangers","0","0","4.13","0","1","0","1.0","1","0","0","1","0","1.30","6.76","2.44","4.15","0.0","0.1","263"
"Jared Gayhart","Tigers","0","0","4.18","0","0","0","1.0","1","0","0","1","0","1.32","7.23","3.00","4.15","0.0","0.0","sa454790"
"Adam Olbrychowski","Nationals","0","0","4.19","0","0","0","1.0","1","0","0","1","0","1.36","7.05","3.24","4.15","0.0","0.0","sa388851"
"Alex Wimmers","Twins","0","0","4.33","0","0","0","1.0","1","0","0","1","0","1.38","7.29","3.40","4.15","0.0","0.0","sa526352"
"Kameron Loe","Braves","0","0","4.19","0","1","0","1.0","1","0","0","1","0","1.37","6.02","2.72","4.15","0.0","-0.1","4422"
"Pete Ruiz","Red Sox","0","0","4.14","0","1","0","1.0","1","0","0","1","0","1.40","7.91","4.09","4.15","0.0","0.1","sa455120"
"Brandon Alger","Padres","0","0","4.18","0","1","0","1.0","1","0","0","1","0","1.42","7.31","4.02","4.15","0.0","-0.1","sa658767"
"Ricky Nolasco","Twins","9","11","4.47","29","29","0","173.0","188","86","21","121","42","1.33","6.30","2.17","4.15","1.5","0.8","3830"
"Jose Ramirez","Yankees","0","0","3.92","0","10","0","10.0","9","4","1","10","4","1.32","8.83","3.95","4.15","0.0","0.0","10171"
"Mark Lamm","Braves","0","0","4.21","0","1","0","1.0","1","0","0","1","0","1.41","7.78","4.14","4.15","0.0","-0.1","sa545076"
"Tommy Kahnle","Rockies","1","1","4.35","0","20","0","20.0","19","10","2","19","10","1.44","8.73","4.46","4.15","0.1","0.1","11384"
"Daniel Webb","White Sox","1","2","4.30","0","30","0","30.0","28","14","3","28","15","1.44","8.43","4.60","4.15","0.0","-0.1","10558"
"Joe Paterson","Diamondbacks","0","0","4.02","0","1","0","1.0","1","0","0","1","0","1.34","7.25","3.39","4.15","0.0","0.1","2565"
"Thomas Toledo","Brewers","0","0","4.14","0","1","0","1.0","1","0","0","1","0","1.38","7.73","3.67","4.15","0.0","0.1","sa390377"
"Frankie Montas","White Sox","1","1","4.24","2","12","0","19.0","18","9","2","18","8","1.36","8.25","3.74","4.15","0.1","0.0","sa551258"
"Nick Masset","Rockies","0","0","4.23","0","1","0","1.0","1","0","0","1","0","1.41","7.58","3.64","4.15","0.0","0.0","7267"
"C.J. Riefenhauser","Rays","1","1","4.00","0","15","0","15.0","14","7","1","12","6","1.36","7.23","3.69","4.15","0.0","0.0","11193"
"Mike Kickham","Mariners","1","1","4.14","2","12","0","19.0","19","9","2","15","7","1.36","7.11","3.46","4.16","0.0","0.0","11618"
"Edgmer Escalona","Rockies","0","0","4.20","0","1","0","1.0","1","0","0","1","0","1.33","7.52","2.79","4.16","0.0","0.0","8574"
"Jason Wheeler","Twins","0","1","4.25","0","10","0","10.0","11","5","1","7","3","1.36","6.26","2.71","4.16","0.0","0.0","sa579049"
"J.C. Romero","Orioles","0","0","3.89","0","1","0","1.0","1","0","0","1","0","1.31","7.26","3.21","4.16","0.0","0.1","754"
"Henry Rodriguez","Marlins","0","0","4.53","0","1","0","1.0","1","1","0","1","1","1.54","9.96","6.55","4.16","0.0","-0.1","6371"
"Joshua Mcelwee","Rangers","0","0","4.18","0","1","0","1.0","1","0","0","1","0","1.39","8.17","3.99","4.16","0.0","0.0","sa658524"
"Erick Abreu"," ","0","0","4.21","0","0","0","1.0","1","0","0","1","0","1.32","6.78","2.71","4.16","0.0","0.0","sa262077"
"Alex Santana","Orioles","0","0","4.00","0","1","0","1.0","1","0","0","1","0","1.35","8.30","4.03","4.16","0.0","0.1","sa550550"
"Dennis O'Grady","Padres","0","0","4.25","0","1","0","1.0","1","0","0","1","0","1.41","7.59","4.04","4.16","0.0","-0.1","sa546796"
"Rigoberto Arrebato","Yankees","0","0","3.94","0","1","0","1.0","1","0","0","1","0","1.34","8.00","3.86","4.16","0.0","0.1","sa654259"
"Noe Ramirez","Red Sox","0","0","4.11","0","1","0","1.0","1","0","0","1","0","1.35","6.76","3.02","4.16","0.0","0.1","sa597961"
"Scott Gracey","Blue Jays","0","0","4.15","0","1","0","1.0","1","0","0","1","0","1.35","7.66","3.40","4.16","0.0","0.1","sa454894"
"Ryan Pope","Yankees","0","0","4.01","0","1","0","1.0","1","0","0","1","0","1.27","7.24","2.70","4.16","0.0","0.1","sa390383"
"Randy Boone","Blue Jays","0","0","4.15","0","1","0","1.0","1","0","0","1","0","1.33","7.19","2.94","4.16","0.0","0.1","sa389685"
"Brad Mills","Blue Jays","0","0","4.24","0","0","0","1.0","1","0","0","1","0","1.30","7.31","2.70","4.16","0.0","0.0","4420"
